122879,0xF7852B
1532165,0xFE01A9
883968,0xA3A201
777536,0x214873
4162287,0xE81C1D
375375,0x444444
221648,0x6091A6
1577804,0x54135D
8578857,0x0081D7
546195,0x285C9B
1565155,0xE74A05
562197,0x932F47
585267,0x746979
1643718,0x129E5A
927587,0x327ED3
116683,0xE81F18
486183,0x843438
433351,0x20A27E
14110780,0xDB4630
16794231,0x6091A6
32786875,0x74CCF6
268104,0x2672EC
322892,0xE81F18
15773384,0xEC8558
808171,0x54135D
1740850,0xE3007E
123938419,0x9AA0A4
32820037,0x33A206
168598,0x9AA0A4
15834498,0x592222
423895,0xFF7B2E
2403047,0x7289DA
8960728,0x746979
43536,0x75ACE5
176037767,0x746979
20165629,0xDD0201
3032988,0xDF574E
10462362,0x97DD75
466272,0xF8285C
391679,0xFF8000
52250,0x746979
7487399,0xAF8010
13934589,0xFF0077
9550310,0x44A84A
9824766,0x0A6ED2
33683045,0x7289DA
11684516,0x7BA843
7714,0xF40009
295723,0xF07530
730732,0xCB0014
282994,0x746979
234256,0xDB4630
50329118,0xC6E16C
1605721,0x70A09E
21837784,0xFF7B2E
15967711,0x592222
17819768,0xE3007E
63231,0xE8390D
6857104,0xFCD209
30643878,0x01B0FF
43389575,0xF9D817
164139557,0xFCD209
289887832,0xF08300
7349,0xE3007E
398510,0x54135D
423442,0x129E5A
7875104,0xFAE300
2103351,0x3E3E58
284120,0x01B0FF
419220,0x57C5FA
2374194,0x3CB034
161419374,0xF84CBA
2206456,0x7CBBDB
62540916,0xE81F18
32365949,0xAF8010
5055,0x20A27E
35836017,0xF48A34
16307541,0xF7852B
2019740,0x5A9A0D
5581898,0xEB6100
314791153,0x2672EC
4856007,0xEC8558
216025,0xFF0077
1951038,0x285C9B
34858100,0x97DD75
3682229,0xB818DF
17409016,0x70A09E
10558098,0x129E5A
3766866,0x97DD75
27218150,0x214873
7792521,0x3CB034
19577966,0x285C9B
374377,0x3CB034
20646254,0xBB1B0B
1885078,0xE53836
11073,0xFF0077
732364,0x3CB034
684169,0x0CAEF2
35789774,0x1BCB95
8047632,0x57C5FA
1328260,0x592222
9008159,0x0891BD
5957440,0x214873
284424,0xE8390D
174501086,0xE1551C
1381545,0xF7852B
1935882,0xA4C639
2306780,0x1F9E13
893053,0xFF0070
6229277,0x5D9CC8
79061224,0xB818DF
198439,0x5D9CC8
26633150,0x1F9E13
2728123,0xE3007E
287003199,0xFCD209
104207471,0x33A206
7584632,0x0A6ED2
4548018,0xF04FF7
429251,0xEDB336
8491103,0xF8D324
1473830,0x10AE29
275981,0x5A9A0D
3379951,0x0A6ED2
1770706,0x00FF70
22344481,0xFB3434
6534506,0xF8285C
4537274,0xE1551C
3334179,0x44A84A
1438811,0x1F9E13
328303954,0xF04FF7
6997378,0xE1551C
3331521,0x7CBBDB
26023642,0xAF8010
208259,0xE3007E
37946996,0x4297CF
3517981,0x90DAF9
290526283,0xA4C639
20990353,0x90DAF9
6171645,0x674288
9617619,0xCE5018
26424461,0x0DB22B
35581334,0xFF0077
14254182,0xE53836
39847479,0xF7852B
11229785,0xDB4630
928123,0x285C9B
96145884,0x746979
110631,0x592222
11278782,0xA4C639
19456751,0x803EDE
10345615,0xB818DF
86644929,0xFB3434
301940,0x4297CF
27534330,0xF9D817
28822227,0x0081D7
39247212,0x44A84A
256763,0xF63E3F
34149649,0xAF8010
216623621,0x3CB034
35643203,0x00FF70
4474705,0x285C9B
23920239,0xFF5959
617285,0xFF9300
7596516,0x0CAEF2
253752,0xFCD209
8011552,0x54135D
39304265,0xCE5018
258844831,0x1BCB95
3380239,0x0CAEF2
11264229,0xFF5959
26673659,0xCB0014
196356191,0xE46707
1467772,0x90DAF9
18202105,0x1BCB95
6075139,0x54135D
18739124,0xDB4630
227933,0xF48A34
2949989,0x339900
30625977,0xCAB691
2284412,0x0DB22B
4408538,0xFCD209
8581342,0xDB4630
25416280,0xE8390D
183430,0x70A09E
10330740,0xFF8000
14781644,0x746979
64925986,0xF77A92
8203920,0x20A27E
373240,0xCB0014
85318798,0x129E5A
11336264,0x803EDE
21330948,0xE1829A
58852835,0xEC8558
521444,0xF08300
4469745,0x803EDE
6272357,0xE3007E
19738891,0xCAB691
19071708,0xFF5959
10942427,0xFF0070
2,0xFF7B2E
51766,0xF04FF7
1939319,0xF63E3F
14333871,0xA4C639
12177425,0xFF8000
1791101,0xF8D324
748709,0x7289DA
2948981,0x5A9A0D
3760773,0x54135D
51705359,0xF63E3F
16351122,0x0A6ED2
2733216,0xE3007E
5293668,0x44A84A
247743458,0xE3007E
295711424,0x327ED3
25876945,0x225922
38920056,0x592222
10804055,0xFB3434
16772963,0xCB0014
22500342,0x20A27E
17171565,0xEDD277
2929048,0x285C9B
36081646,0xE53836
1893045,0xFF5959
7005369,0x5A9A0D
234782,0xF84CBA
26253404,0xCE5018
12633655,0x33A206
8366990,0xE3007E
378034,0x10AE29
191388711,0x222259
175861153,0x339900
13705279,0x5D9CC8
4128618,0x00FF70
16539048,0xBB1B0B
13763303,0xFB3434
211005705,0x1F9E13
283538,0xCAB691
9097604,0xF07530
4578433,0x0891BD
11938498,0xEC8558
689753,0x74CCF6
22245135,0x5D9CC8
99157282,0x592222
19696996,0x746979
614735,0xF07530
18030567,0xFF0077
8034163,0x97DD75
833133,0x129E5A
14082,0xF8D324
8679425,0xE53836
385474,0xFAE300
6154152,0x57C5FA
231048690,0xF9D817
499023,0xF84CBA
178778949,0x4297CF
13046,0xF8285C
41273726,0xFAE300
63023562,0xFF8000
27580511,0x54135D
95205039,0x327ED3
6813499,0xFF5959
23365215,0xF48A34
12444306,0x0CAEF2
40966108,0x10AE29
367877,0x1F9E13
79415852,0x9AA0A4
17244618,0xB818DF
2821930,0x0081D7
89847338,0x00FF70
1492,0xFB3434
32606879,0xF7852B
24790535,0x5A9A0D
49494871,0xF8D324
1398957,0x0DB22B
26669400,0x00B0FF
512480,0xFCD209
185546,0x129E5A
11870568,0xEC8558
2508135,0x57C5FA
20503549,0xF77A92
4397552,0xFF5959
1293653,0x01B0FF
1950209,0x327ED3
223958603,0xFF8000
94114029,0xE53836
10465808,0x57C5FA
14558631,0x2672EC
11284967,0xF63E3F
2735222,0xFF0077
634131,0xEC8558
7458285,0xE81F18
18020792,0xF40009
137952,0xCB0014
4059920,0x20A27E
686127,0xBB1B0B
212230,0xE3007E
81192,0xFF9300
24754667,0x75ACE5
10303206,0x214873
19419058,0xc3625b
250858633,0xDD0201
384212323,0x33534F
